,Complaint Type,Sub Type,Unnamed: 0,address_street_direction,address_street_name,address_street_number,address_street_suffix,any_people_using_property_homeless_childen_gangs_,community_area,completion_date,creation_date,current_activity,if_the_building_is_open_where_is_the_entry_point_,is_the_building_currently_vacant_or_occupied_,is_the_building_dangerous_or_hazardous_,is_the_building_vacant_due_to_fire_,latitude,location,location_of_building_on_the_lot_if_garage_change_type_code_to_bgd_,longitude,most_recent_action,number_of_potholes_filled_on_block,police_district,service_request_number,service_request_type,ssa,status,street_address,type_of_service_request,ward,what_type_of_surface_is_the_graffiti_on_,x_coordinate,y_coordinate,zip_code
1075288,Pot Holes Reported,Pot Hole in Street,11950,,,,,,56.0,2013-05-29T00:00:00,2013-05-14T00:00:00,Final Outcome,,,,,41.78826043610972,"{'longitude': '-87.80122411863492', 'needs_recoding': False, 'latitude': '41.78826043610972'}",,-87.80122411863493,Pothole Patched,3.0,8.0,13-00579568,,,Completed,5701 S HARLEM AVE,,23.0,,1129322.11008045,1865897.86589068,60638.0
811624,Graffiti Removal,Side,11624,,,,,,45.0,2016-11-02T00:00:00,2016-11-01T00:00:00,,,,,,41.751535431894624,"{'longitude': '-87.59177790048503', 'needs_recoding': False, 'latitude': '41.751535431894624'}",,-87.59177790048504,,,4.0,16-07577957,,50.0,Completed,1332 E 79TH ST,Graffiti Removal,8.0,Brick - Painted,1186581.27447042,1852882.16907436,60619.0
716114,Graffiti Removal,Mail Box,16114,,,,,,13.0,2016-01-27T00:00:00,2016-01-27T00:00:00,,,,,,41.9725093942444,"{'longitude': '-87.71333049014702', 'needs_recoding': False, 'latitude': '41.9725093942444'}",,-87.71333049014702,,,17.0,16-00523634,,,Completed,5015 N KIMBALL AVE,Graffiti Removal,39.0,Metal - Painted,1152807.31997009,1933188.79003054,60625.0
999044,Pot Holes Reported,Pot Hole in Street,35706,,,,,,25.0,2011-04-26T00:00:00,2011-04-21T00:00:00,,,,,,41.9096720015102,"{'longitude': '-87.74626130363035', 'needs_recoding': False, 'latitude': '41.9096720015102'}",,-87.74626130363035,,,25.0,11-01005266,,,Completed - Dup,1600 N CICERO AVE,,37.0,,1144089.53238982,1910204.65421927,60639.0
1426611,Sanitation Code Complaints,Other,5831,,,,,,7.0,2014-01-24T00:00:00,2014-01-24T00:00:00,,,,,,41.92910852536123,"{'longitude': '-87.6488894918057', 'needs_recoding': False, 'latitude': '41.92910852536123'}",,-87.6488894918057,,,19.0,14-00112190,,,Completed,2601 N HALSTED ST,Sanitation Code Violation,43.0,,1170497.39091054,1917500.37371504,60614.0
1295003,Pot Holes Reported,Pothole in Street,31665,,,,,,17.0,2015-12-28T00:00:00,2015-12-10T00:00:00,Final Outcome,,,,,41.94501509952666,"{'longitude': '-87.83044699898404', 'needs_recoding': False, 'latitude': '41.945015099526664'}",,-87.83044699898404,Pothole Patched,6.0,16.0,15-06653696,,,Completed,3600 N PARIS AVE,,38.0,,1121100.16289716,1922923.41740231,60634.0
855149,Vacant and Abandoned Buildings Reported,Boarded,527,W,123RD,511,ST,1.0,53.0,,2010-01-28T00:00:00,,REAR,Vacant,,0.0,41.67060721815544,"{'longitude': '-87.63488390670987', 'needs_recoding': False, 'latitude': '41.67060721815544'}",Rear,-87.63488390670989,,,5.0,10-00128957,Vacant/Abandoned Building,,,,,34.0,,1175073.93910817,1823334.74410213,60628.0
229400,Graffiti Removal,Garage,29400,,,,,,65.0,2012-08-20T00:00:00,2012-08-17T00:00:00,,,,,,41.76427764983975,"{'longitude': '-87.71736339412625', 'needs_recoding': False, 'latitude': '41.76427764983974'}",,-87.71736339412624,,,8.0,12-01472531,,,Completed,3756 W 71ST ST,Graffiti Removal,13.0,Aluminum Siding,1152462.2800878999,1857259.92728435,60629.0
52254,Graffiti Removal,Front,2254,,,,,,63.0,2013-02-14T00:00:00,2013-02-14T00:00:00,,,,,,41.791497323921405,"{'longitude': '-87.7107063178469', 'needs_recoding': False, 'latitude': '41.791497323921405'}",,-87.71070631784691,,,8.0,13-00175430,,,Completed,5601 S ST LOUIS AVE,Graffiti Removal,14.0,Brick - Painted,1153998.87617042,1867252.1799022998,60629.0
543981,Graffiti Removal,Front,43981,,,,,,6.0,2014-09-24T00:00:00,2014-09-24T00:00:00,,,,,,41.95255115904861,"{'longitude': '-87.67087626375283', 'needs_recoding': False, 'latitude': '41.95255115904861'}",,-87.67087626375282,,,19.0,14-01621973,,,Completed,1646 W BYRON ST,Graffiti Removal,47.0,Metal - Painted,1164556.28017367,1925958.86760194,60613.0
1260478,Pot Holes Reported,Pothole in Street,47140,,,,,,32.0,2015-04-23T00:00:00,2015-04-20T00:00:00,,,,,,41.88085604767103,"{'longitude': '-87.61763589175514', 'needs_recoding': False, 'latitude': '41.88085604767103'}",,-87.61763589175514,,,1.0,15-01462163,,,Completed - Dup,100 S LAKE SHORE DR,,42.0,,1179188.77877227,1900009.35562848,60603.0
993073,Pot Holes Reported,Pot Hole in Street,29735,,,,,,48.0,2011-04-11T00:00:00,2011-04-08T00:00:00,,,,,,41.73605180485456,"{'longitude': '-87.57312524985423', 'needs_recoding': False, 'latitude': '41.73605180485456'}",,-87.57312524985424,,,4.0,11-00697158,,,Completed - Dup,8737 S CLYDE AVE,,8.0,,1191696.80368814,1847309.61368212,60617.0
302290,Graffiti Removal,Traffic Control Box,2290,,,,,,60.0,2012-11-27T00:00:00,2012-11-23T00:00:00,,,,,,41.834323618147174,"{'longitude': '-87.6451218428839', 'needs_recoding': False, 'latitude': '41.83432361814717'}",,-87.64512184288391,,,9.0,12-01923333,,,Completed - Dup,3300 S EMERALD AVE,Graffiti Removal,11.0,Brick - Painted,1171838.61346762,1883003.4193917,60616.0
643908,Graffiti Removal,Front,43908,,,,,,63.0,2015-07-02T00:00:00,2015-07-02T00:00:00,,,,,,41.798677701834286,"{'longitude': '-87.70355764171856', 'needs_recoding': False, 'latitude': '41.79867770183429'}",,-87.70355764171856,,,9.0,15-03147463,,,Completed,5209 S KEDZIE AVE,Graffiti Removal,14.0,Brick - Painted,1155928.36936866,1869911.79918181,60632.0
1430116,Sanitation Code Complaints,Construction Site Cleanliness/Fence,9336,,,,,,24.0,2014-04-02T00:00:00,2014-03-31T00:00:00,,,,,,41.90325291918997,"{'longitude': '-87.67320131364342', 'needs_recoding': False, 'latitude': '41.903252919189974'}",,-87.67320131364342,,,12.0,14-00459681,,,Completed,1819 W DIVISION ST,Sanitation Code Violation,1.0,,1163954.27001082,1908026.68900253,60622.0
556356,Graffiti Removal,Pole,6356,,,,,,6.0,2014-10-23T00:00:00,2014-10-22T00:00:00,,,,,,41.94366357660246,"{'longitude': '-87.64082409197802', 'needs_recoding': False, 'latitude': '41.94366357660246'}",,-87.64082409197802,,,19.0,14-01813600,,8.0,Completed,3408 N LAKE SHORE DR,Graffiti Removal,44.0,Metal - Painted,1172693.52630066,1922818.42007772,60657.0
1139571,Pot Holes Reported,Pot Hole in Street,26233,,,,,,13.0,2014-03-21T00:00:00,2014-03-21T00:00:00,Final Outcome,,,,,41.98301745955643,"{'longitude': '-87.72105862111852', 'needs_recoding': False, 'latitude': '41.98301745955643'}",,-87.7210586211185,Pothole Patched,41.0,17.0,14-00406094,,,Completed,3700 W BRYN MAWR AVE,,39.0,,1150761.17997398,1936957.52001353,60659.0
1465092,Sanitation Code Complaints,Other,44312,,,,,,63.0,2016-01-27T00:00:00,2016-01-25T00:00:00,,,,,,41.79366845159509,"{'longitude': '-87.69509092468759', 'needs_recoding': False, 'latitude': '41.793668451595096'}",,-87.69509092468759,,,9.0,16-00482013,,,Completed,2836 W 55TH ST,Sanitation Code Violation,14.0,,1158292.12981031,1868049.37577581,60632.0
870504,Vacant and Abandoned Buildings Reported,Open,15882,S,ARTESIAN,7134,AVE,0.0,66.0,,2011-07-28T00:00:00,,?,Vacant,,1.0,41.76405233525174,"{'longitude': '-87.68444907295677', 'needs_recoding': False, 'latitude': '41.76405233525174'}",Front,-87.68444907295677,,,8.0,11-03485624,Vacant/Abandoned Building,,,,,18.0,,1161275.50057608,1857279.21193229,60629.0
909831,Vacant and Abandoned Buildings Reported,Open,5209,S,PRINCETON,10138,AVE,0.0,49.0,,2016-08-29T00:00:00,,,Vacant,,0.0,41.709718775389064,"{'longitude': '-87.6307771171704', 'needs_recoding': False, 'latitude': '41.70971877538906'}",Front,-87.63077711717041,,,5.0,16-06105232,Vacant/Abandoned Building,,,,,9.0,,1176079.73001911,1837595.62002367,60628.0
1469273,Sanitation Code Complaints,Overflowing carts,48493,,,,,,7.0,2016-05-03T00:00:00,2016-04-29T00:00:00,,,,,,41.916406551111024,"{'longitude': '-87.65717763592025', 'needs_recoding': False, 'latitude': '41.91640655111102'}",,-87.65717763592026,,,18.0,16-02930682,,,Completed,1947 N CLYBOURN AVE,Sanitation Code Violation,43.0,,1168278.54851473,1912853.85838868,60614.0
1353625,Pot Holes Reported,Pothole in Street,40287,,,,,,15.0,2017-01-30T00:00:00,2017-01-25T00:00:00,,,,,,41.9623691068339,"{'longitude': '-87.755807659993', 'needs_recoding': False, 'latitude': '41.9623691068339'}",,-87.755807659993,,,16.0,17-00456156,,,Completed - Dup,4465 N MILWAUKEE AVE,,45.0,,1141370.00840812,1929259.91520931,60630.0
1333328,Pot Holes Reported,Pothole in Street,19990,,,,,,23.0,2016-07-29T00:00:00,2016-07-21T00:00:00,Final Outcome,,,,,41.90218679291048,"{'longitude': '-87.71074801981895', 'needs_recoding': False, 'latitude': '41.90218679291048'}",,-87.71074801981895,Pothole Patched,2.0,11.0,16-05133654,,,Completed,1138 N CHRISTIANA AVE,,26.0,,1153781.23338314,1907384.07506816,60651.0
76566,Graffiti Removal,Side,26566,,,,,,19.0,2012-03-06T00:00:00,2012-03-02T00:00:00,,,,,,41.92422291136441,"{'longitude': '-87.7557962030486', 'needs_recoding': False, 'latitude': '41.92422291136441'}",,-87.75579620304859,,,25.0,12-00566884,,,Completed,5152 W FULLERTON AVE,Graffiti Removal,31.0,Brick - Painted,1141641.62217581,1915471.22632304,60639.0
869830,Vacant and Abandoned Buildings Reported,Open,15208,S,LAWNDALE,1859,AVE,0.0,29.0,,2011-07-18T00:00:00,,,Vacant,,0.0,41.8558984778309,"{'longitude': '-87.71759071408266', 'needs_recoding': False, 'latitude': '41.8558984778309'}",Front,-87.71759071408266,,,10.0,11-03394605,Vacant/Abandoned Building,,,,,24.0,,1151994.12529321,1890680.94022249,60623.0
127931,Graffiti Removal,Rear,27931,,,,,,63.0,2012-04-13T00:00:00,2012-04-13T00:00:00,,,,,,41.787182014630105,"{'longitude': '-87.70351955281036', 'needs_recoding': False, 'latitude': '41.78718201463011'}",,-87.70351955281036,,,8.0,12-00757902,,59.0,Completed,5828 S KEDZIE AVE,Graffiti Removal,14.0,Brick - Painted,1156046.34010008,1865803.35667746,60629.0
165520,Graffiti Removal,Front,15520,,,,,,61.0,2011-06-06T00:00:00,2011-05-31T00:00:00,,,,,,41.80449446648303,"{'longitude': '-87.67686844594982', 'needs_recoding': False, 'latitude': '41.80449446648302'}",,-87.67686844594982,,,9.0,11-02322941,,,Completed - Dup,4911 S HOYNE AVE,Graffiti Removal,16.0,"Cement (Sidewalk, Alley, Wall, Curb)",1163190.22372415,1872031.15992159,60609.0
960769,Pot Holes Reported,Pot Hole in Street,47431,,,,,,16.0,2011-03-10T00:00:00,2011-03-09T00:00:00,,,,,,41.965488127260905,"{'longitude': '-87.74261048325918', 'needs_recoding': False, 'latitude': '41.96548812726091'}",,-87.74261048325918,,,17.0,11-00385389,,,Completed - Dup,4635 N KENTON AVE,,45.0,,1144867.71116664,1930417.16850768,60630.0
616440,Graffiti Removal,Bench,16440,,,,,,31.0,2015-04-17T00:00:00,2015-04-17T00:00:00,,,,,,41.84775330061265,"{'longitude': '-87.6781182656287', 'needs_recoding': False, 'latitude': '41.84775330061265'}",,-87.6781182656287,,,10.0,15-01388831,,,Completed,2460 S BLUE ISLAND AVE,Graffiti Removal,25.0,Wood - Painted,1162768.18013008,1887746.31271584,60608.0
460536,Graffiti Removal,Rear,10536,,,,,,30.0,2014-02-27T00:00:00,2014-02-27T00:00:00,,,,,,41.850866467531546,"{'longitude': '-87.69620668404234', 'needs_recoding': False, 'latitude': '41.850866467531546'}",,-87.69620668404234,,,10.0,14-00283845,,,Completed,2819 W 22ND PL,Graffiti Removal,12.0,Brick - Painted,1157880.44060109,1888930.7506253002,60623.0
563643,Graffiti Removal,Rear,13643,,,,,,30.0,2014-11-10T00:00:00,2014-11-08T00:00:00,,,,,,41.84655493050104,"{'longitude': '-87.6957053740647', 'needs_recoding': False, 'latitude': '41.84655493050105'}",,-87.69570537406472,,,10.0,14-01933395,,,Completed - Dup,2808 W 25TH ST,Graffiti Removal,12.0,Brick - Painted,1158045.32027119,1887281.09569108,60623.0
475229,Graffiti Removal,Side,25229,,,,,,24.0,2014-03-31T00:00:00,2014-02-25T00:00:00,,,,,,41.89422978422928,"{'longitude': '-87.65252070814081', 'needs_recoding': False, 'latitude': '41.89422978422928'}",,-87.65252070814081,,,12.0,14-00272046,,29.0,Completed,694 N MILWAUKEE AVE,Graffiti Removal,27.0,Brick - Unpainted,1169638.40177435,1904810.51978397,60642.0
1423670,Sanitation Code Complaints,Garbage in alley,2890,,,,,,11.0,2013-10-17T00:00:00,2013-10-07T00:00:00,,,,,,41.98142342438744,"{'longitude': '-87.76715193408906', 'needs_recoding': False, 'latitude': '41.981423424387444'}",,-87.76715193408907,,,16.0,13-01492021,,,Completed - Dup,5516 N LUNA AVE,Sanitation Code Violation,45.0,,1138190.34091994,1936329.37800175,60630.0
1201422,Pot Holes Reported,Pothole in Street,38084,,,,,,23.0,2014-08-09T00:00:00,2014-04-30T00:00:00,Final Outcome,,,,,41.89165604981507,"{'longitude': '-87.71858084008663', 'needs_recoding': False, 'latitude': '41.89165604981507'}",,-87.71858084008663,CDOT Alley Pot Hole Transfer Outcome,0.0,11.0,14-00623503,,,Completed,3659 W OHIO ST,,27.0,,1151811.21726807,1903752.21813123,60624.0
300932,Graffiti Removal,Garage,932,,,,,,58.0,2012-11-21T00:00:00,2012-11-21T00:00:00,,,,,,41.808364337651355,"{'longitude': '-87.69802054405093', 'needs_recoding': False, 'latitude': '41.80836433765136'}",,-87.69802054405095,,,9.0,12-01918702,,,Completed,4656 S RICHMOND ST,Graffiti Removal,14.0,Vinyl Siding,1157486.0784316002,1873633.8329687999,60632.0
1098920,Pot Holes Reported,Pot Hole in Street,35582,,,,,,22.0,2013-11-12T00:00:00,2013-05-22T00:00:00,Final Outcome,,,,,41.92217770741823,"{'longitude': '-87.70728424953569', 'needs_recoding': False, 'latitude': '41.92217770741823'}",,-87.70728424953569,Pothole Patched,8.0,14.0,13-00624806,,,Completed,2234 N KEDZIE BLVD,,26.0,,1154665.59240067,1914856.64217859,60647.0
41627,Graffiti Removal,Garage,41627,,,,,,30.0,2013-02-11T00:00:00,2013-02-05T00:00:00,,,,,,41.84248454337837,"{'longitude': '-87.72586318816231', 'needs_recoding': False, 'latitude': '41.84248454337837'}",,-87.72586318816231,,,10.0,13-00138006,,25.0,Completed,2658 S KOMENSKY AVE,Graffiti Removal,22.0,Aluminum Siding,1149808.32061214,1886022.16459715,60623.0
553018,Graffiti Removal,Traffic Control Box,3018,,,,,,24.0,2014-10-16T00:00:00,2014-10-16T00:00:00,,,,,,41.893231008284495,"{'longitude': '-87.66732861530996', 'needs_recoding': False, 'latitude': '41.893231008284495'}",,-87.66732861530994,,,12.0,14-01772263,,,Completed,1601 W ERIE ST,Graffiti Removal,1.0,Metal - Painted,1165606.14437495,1904428.04158667,60622.0
1319867,Pot Holes Reported,Pothole in Street,6529,,,,,,43.0,2016-05-10T00:00:00,2016-04-07T00:00:00,Final Outcome,,,,,41.75523784929226,"{'longitude': '-87.58548347250938', 'needs_recoding': False, 'latitude': '41.755237849292264'}",,-87.58548347250938,Pothole Patched,182.0,4.0,16-02339671,,42.0,Completed,1600 E 77TH ST,,8.0,,1188289.79429133,1854246.1401308,60649.0
331148,Graffiti Removal,Front,31148,,,,,,5.0,2013-04-09T00:00:00,2013-04-04T00:00:00,,,,,,41.94735854123629,"{'longitude': '-87.67841872656707', 'needs_recoding': False, 'latitude': '41.947358541236284'}",,-87.67841872656706,,,19.0,13-00381023,,,Completed,3615 N DAMEN AVE,Graffiti Removal,47.0,Glass,1162371.47206744,1924069.6769727,60618.0
238540,Graffiti Removal,Garage,38540,,,,,,30.0,2011-08-30T00:00:00,2011-08-29T00:00:00,,,,,,41.83978478245616,"{'longitude': '-87.72943915353804', 'needs_recoding': False, 'latitude': '41.839784782456164'}",,-87.72943915353805,,,10.0,11-03684251,,,Completed,2822 S KEELER AVE,Graffiti Removal,22.0,Aluminum Siding,1148843.99811597,1884900.58186621,60623.0
1291398,Pot Holes Reported,Pothole in Street,28060,,,,,,0.0,2015-11-23T00:00:00,2015-07-20T00:00:00,,,,,,41.97423548560105,"{'longitude': '-87.81474739769118', 'needs_recoding': False, 'latitude': '41.97423548560105'}",,-87.81474739769119,,,31.0,15-03535678,,,Completed - Dup,7507 W FOSTER AVE,,0.0,,1125273.05836676,1933668.28217623,0.0
959711,Pot Holes Reported,Pot Hole in Street,46373,,,,,,72.0,2011-03-17T00:00:00,2011-03-08T00:00:00,Dispatch Crew,,,,,41.7177456000409,"{'longitude': '-87.68059054498447', 'needs_recoding': False, 'latitude': '41.7177456000409'}",,-87.68059054498447,Pothole Patched,14.0,22.0,11-00376768,,,Completed,9647 S CLAREMONT AVE,,19.0,,1162409.66191115,1840604.66989584,60643.0
778880,Graffiti Removal,Front,28880,,,,,,5.0,2016-07-27T00:00:00,2016-07-26T00:00:00,,,,,,41.95422032015571,"{'longitude': '-87.6818726984896', 'needs_recoding': False, 'latitude': '41.95422032015571'}",,-87.68187269848958,,,19.0,16-05229410,,38.0,Completed,2116 W IRVING PARK RD,Graffiti Removal,47.0,Limestone,1161640.45420497,1926546.42087143,60618.0
27999,Graffiti Removal,Garage,27999,,,,,,19.0,2011-01-26T00:00:00,2011-01-25T00:00:00,,,,,,41.92211459191535,"{'longitude': '-87.77823937524919', 'needs_recoding': False, 'latitude': '41.922114591915346'}",,-87.7782393752492,,,25.0,11-00123960,,,Completed,2302 N MEADE AVE,Graffiti Removal,29.0,Metal,1135356.98303377,1914658.30011785,60639.0
1336730,Pot Holes Reported,Pothole in Street,23392,,,,,,44.0,2016-08-29T00:00:00,2016-08-09T00:00:00,Final Outcome,,,,,41.74959580880422,"{'longitude': '-87.60264988510589', 'needs_recoding': False, 'latitude': '41.74959580880423'}",,-87.60264988510589,Pothole Patched,25.0,6.0,16-05624747,,51.0,Completed,900 E 80TH ST,,8.0,,1183620.92520895,1852149.92828493,60619.0
1082131,Pot Holes Reported,Pot Hole in Street,18793,,,,,,30.0,2013-07-03T00:00:00,2013-06-14T00:00:00,,,,,,41.841022574555225,"{'longitude': '-87.71211388508232', 'needs_recoding': False, 'latitude': '41.841022574555225'}",,-87.71211388508232,,0.0,10.0,13-00759085,,,Completed - Dup,2753 S ST LOUIS AVE,,22.0,,1153479.70159435,1885484.05139796,60623.0
905585,Vacant and Abandoned Buildings Reported,Open,963,S,INDIANA,4018,AVE,0.0,38.0,,2015-08-20T00:00:00,,,Vacant,,0.0,41.821680434397656,"{'longitude': '-87.62154818002182', 'needs_recoding': False, 'latitude': '41.821680434397656'}",Front,-87.62154818002182,,,2.0,15-04211203,Vacant/Abandoned Building,,,,,3.0,,1178262.05210072,1878414.26222525,60653.0
702652,Graffiti Removal,Front,2652,,,,,,61.0,2015-12-11T00:00:00,2015-12-11T00:00:00,,,,,,41.80899640782883,"{'longitude': '-87.64053125388514', 'needs_recoding': False, 'latitude': '41.80899640782883'}",,-87.64053125388513,,,9.0,15-06671804,,,Completed,4659 S WALLACE ST,Graffiti Removal,11.0,Brick - Painted,1173079.5004868999,1873932.43368547,60609.0
243415,Graffiti Removal,Rear,43415,,,,,,28.0,2012-09-17T00:00:00,2012-09-05T00:00:00,,,,,,41.863598755873774,"{'longitude': '-87.63927325725834', 'needs_recoding': False, 'latitude': '41.863598755873774'}",,-87.63927325725834,,,1.0,12-01568846,,,Completed - Dup,1400 S CANAL ST,Graffiti Removal,2.0,Brick - Unpainted,1173346.5144062,1893672.6653915,60607.0
1288870,Pot Holes Reported,Pothole in Street,25532,,,,,,12.0,2015-11-05T00:00:00,2015-09-10T00:00:00,Final Outcome,,,,,41.996064468068006,"{'longitude': '-87.76433394903484', 'needs_recoding': False, 'latitude': '41.996064468068006'}",,-87.76433394903485,Pothole Patched,2.0,16.0,15-04711317,,,Completed,6322 N CALDWELL AVE,,39.0,,1138953.63353438,1941696.76608752,60646.0
519250,Graffiti Removal,Front,19250,,,,,,31.0,2014-07-08T00:00:00,2014-07-08T00:00:00,,,,,,41.85222467716386,"{'longitude': '-87.67971150296924', 'needs_recoding': False, 'latitude': '41.85222467716386'}",,-87.67971150296923,,,12.0,14-01068182,,,Completed,2134 W CERMAK RD,Graffiti Removal,25.0,Limestone,1162481.17119901,1889382.96487032,60608.0
1374040,Sanitation Code Complaints,Garbage in yard,3260,,,,,,49.0,2012-02-08T00:00:00,2012-02-07T00:00:00,,,,,,41.71265836866765,"{'longitude': '-87.6216360938967', 'needs_recoding': False, 'latitude': '41.712658368667654'}",,-87.6216360938967,,,5.0,12-00168580,,,Completed,57 E 100TH ST,Sanitation Code Violation,9.0,,1178566.80559338,1838687.27132043,60628.0
1026325,Pot Holes Reported,Pot Hole in Street,12987,,,,,,5.0,2012-07-05T00:00:00,2012-06-28T00:00:00,Dispatch Crew,,,,,41.94498223075475,"{'longitude': '-87.69394320734085', 'needs_recoding': False, 'latitude': '41.94498223075476'}",,-87.69394320734085,Pothole Patched,1.0,19.0,12-01165493,,38.0,Completed,3501 N ROCKWELL ST,,47.0,,1158155.17270421,1923162.50333368,60618.0
371256,Graffiti Removal,Alley,21256,,,,,,31.0,2013-07-12T00:00:00,2013-07-04T00:00:00,,,,,,41.85492545388071,"{'longitude': '-87.6674377588174', 'needs_recoding': False, 'latitude': '41.85492545388071'}",,-87.6674377588174,,,12.0,13-00882205,,,Completed,1633 W CULLERTON ST,Graffiti Removal,25.0,Metal - Unpainted,1165804.12502244,1890475.011875,60608.0
1281686,Pot Holes Reported,Pothole in Street,18348,,,,,,8.0,2015-08-18T00:00:00,2015-08-18T00:00:00,Final Outcome,,,,,41.895702630134224,"{'longitude': '-87.63254565153596', 'needs_recoding': False, 'latitude': '41.895702630134224'}",,-87.63254565153595,Pothole Patched,2.0,18.0,15-04163888,,,Completed,731 N LA SALLE DR,,2.0,,1175004.6933768,1905345.79947847,60654.0
1256794,Pot Holes Reported,Pothole in Street,43456,,,,,,14.0,2015-04-20T00:00:00,2015-04-20T00:00:00,Final Outcome,,,,,41.97025685583058,"{'longitude': '-87.71845351531691', 'needs_recoding': False, 'latitude': '41.97025685583058'}",,-87.71845351531691,Pothole Patched,21.0,17.0,15-01455301,,,Completed,4900 N CENTRAL PARK AVE,,39.0,,1151501.22249556,1932319.37578825,60625.0
